user_id,year_of_birth,gender,region,living_standards_measure,highest_education,employment,internet_access,cable_tv_subscription,survey_completion,survey_participation_consent,bank_account,bank,last_interaction_with_bank,likelihood_to_recommend,comment_on_why,themes,start_time(GMT),time_of_last_update(GMT),week
2272083,1994,Male,nairobi,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,NIC,Mobile banking,8,Reliability,accessibility,7/20/2021 11:59,7/23/2021 12:02,30
2303501,1982,Female,nairobi,5 to 8,Some Primary,Non-skilled worker,No,No,FINISHED,YES,Yes,KCB,ATM,9,"Their service is very ok,I like them",service,7/20/2021 13:56,7/23/2021 13:59,30
2888713,1989,Female,riftvalley,9 to 12,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:28,7/23/2021 14:31,30
2279762,1990,Female,riftvalley,5 to 8,In College,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 12:52,7/23/2021 12:56,30
2906739,1990,Male,riftvalley,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Other,Mobile banking,5,Their services are very slow even though they are offering good items,"service,speed/efficiency",7/20/2021 12:56,7/23/2021 12:59,30
2319417,1980,Male,nairobi,9 to 12,Completed College,Street or Market Seller,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:58,7/23/2021 14:01,30
2900925,1996,Male,eastern,5 to 8,Some University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:56,7/23/2021 13:59,30
2323525,1997,Male,western,5 to 8,In Uni,Student,Yes,No,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,9,They highly value their customers and solve their problem,service,7/20/2021 11:56,7/23/2021 11:59,30
2902027,1991,Male,western,NA,NA,Street or Market Seller,Yes,NA,FINISHED,YES,Yes,KCB,Mobile banking,10,They need no garanters to qualify for a loan they only consider ur savings,loan,7/20/2021 12:19,7/23/2021 12:22,30
2283871,1995,Female,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,9,"Apart from having ATMs in major towns, they have their agents everywhere making it easier to access your money and also bank your money","accessibility,atm,staff",7/20/2021 11:56,7/23/2021 11:59,30
2292663,1995,Male,central,13 to 17,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,It gives good loans and pays in time,speed/efficiency,7/20/2021 11:57,7/23/2021 12:00,30
2308434,1996,Male,coast,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,Mobile banking,5,It is convinient even when at home,accessibility,7/20/2021 12:58,7/23/2021 13:01,30
2304464,1990,Male,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,7,Good Atm services average teller services,"atm,service,staff",7/20/2021 12:56,7/23/2021 12:59,30
2427990,1996,Male,nairobi,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,9,I like the mobile banking accessibility. They keep you updated on current issues with the bank,"accessibility,mobile_banking",7/20/2021 12:09,7/23/2021 12:12,30
2923911,1995,Female,nairobi,9 to 12,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:57,7/23/2021 14:00,30
2299795,1991,Female,nairobi,13 to 17,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,8,Good service,service,7/20/2021 14:08,7/23/2021 14:11,30
2266795,1996,Female,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Social media,8,They are efficient in answering questions,speed/efficiency,7/20/2021 13:56,7/23/2021 13:59,30
2285011,1994,Female,central,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,Their service are excellent,service,7/20/2021 13:05,7/23/2021 13:08,30
2304349,1980,Female,riftvalley,NA,NA,Other/Unemployed,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:11,7/23/2021 13:14,30
2285644,1994,Female,nyanza,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,7,They are good but not perfect,,7/20/2021 13:00,7/23/2021 13:03,30
2894517,1997,Male,northeastern,9 to 12,None,Skilled worker,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/20/2021 14:08,7/23/2021 14:11,30
2413733,1994,Male,riftvalley,9 to 12,Completed University,Skilled worker,No,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,10,Because they are highly available in all places and all time when you need them,speed/efficiency,7/20/2021 12:33,7/23/2021 12:36,30
2892582,1989,Male,nairobi,5 to 8,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Customer service desk/ enquiries,2,Realible and understanding,,7/20/2021 12:31,7/23/2021 12:34,30
2300535,1987,Male,nairobi,13 to 17,Completed University,Own Business,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:27,7/23/2021 14:30,30
2272770,1999,Male,nairobi,13 to 17,Some University,Student,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/20/2021 12:57,7/23/2021 13:00,30
2910498,1995,Male,nairobi,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,2,They steal people''s funds,,7/20/2021 11:57,7/23/2021 12:00,30
2907509,1995,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,6,they provide fast and reliable services..only unfortunate for their high mobile banking charges,"accessibility,mobile_banking,service,speed/efficiency",7/20/2021 13:57,7/23/2021 14:00,30
2287303,1995,Male,riftvalley,9 to 12,Completed Uni,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,Customer service is the best..,service,7/20/2021 14:23,7/20/2021 18:10,30
2296562,1988,Male,riftvalley,5 to 8,University Student,Other/Unemployed,No,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,it is reliable,speed/efficiency,7/20/2021 13:28,7/23/2021 13:31,30
2900611,1993,Male,western,9 to 12,Completed Secondary,Street or Market Seller,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 12:17,7/20/2021 12:24,30
2276115,1995,Female,central,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Co-operative,ATM,10,convinient any place,accessibility,7/20/2021 12:21,7/23/2021 12:24,30
2906188,1998,Male,nairobi,9 to 12,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,6,The bank services and transaction costs are user friendly,"account,rates/charges,service,staff",7/20/2021 13:56,7/23/2021 13:59,30
17221774,1994,Male,riftvalley,5 to 8,University Student,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,It is easy to do a transaction without necessarily going to bank,"account,speed/efficiency",7/20/2021 13:57,7/23/2021 14:00,30
2289902,1996,Male,western,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Stanbic Bank,Mobile banking,7,Low transaction rates,"account,rates/charges",7/20/2021 12:58,7/23/2021 13:01,30
2414433,1974,Male,riftvalley,13 to 17,Completed Secondary,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 11:56,7/23/2021 11:59,30
2896693,1998,Female,western,5 to 8,Some University,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 14:08,7/23/2021 14:11,30
2309983,NA,Male,NA,NA,NA,NA,NA,NA,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,Customer Friendly services,"service,staff",7/20/2021 13:38,7/23/2021 13:41,30
17406895,1997,Male,nairobi,5 to 8,In Uni,Student,No,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,7,They serve well but slow,"service,speed/efficiency",7/20/2021 14:20,7/23/2021 14:23,30
2317201,1995,Female,NA,9 to 12,Some University,Street or Market Seller,No,Yes,FINISHED,YES,Yes,KCB,Mobile banking,5,I one day went to bank some cash and the tellers were very rude and they did not follow the queue. But their online services are fast,"online_banking,service,speed/efficiency,staff",7/20/2021 12:56,7/23/2021 12:59,30
2274677,1991,Male,nyanza,5 to 8,Some Primary,Skilled worker,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/20/2021 14:08,7/23/2021 14:11,30
2894819,1992,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,KCB,Mobile banking,10,Because their terms are good,,7/20/2021 11:57,7/23/2021 12:00,30
2906327,1988,Male,nyanza,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,it was faster,speed/efficiency,7/20/2021 12:36,7/23/2021 12:39,30
2938205,1997,Female,nairobi,13 to 17,Some University,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,5,Friendly staff,staff,7/20/2021 11:56,7/23/2021 11:59,30
649793,1995,Female,nairobi,9 to 12,Completed Primary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 11:56,7/23/2021 11:59,30
2304651,1981,Male,nyanza,9 to 12,Some Primary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,6,They give loans loans to small business owners,loan,7/20/2021 12:57,7/23/2021 13:00,30
2279534,1997,Male,central,9 to 12,None,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,6,customer service,service,7/20/2021 14:04,7/23/2021 14:07,30
2903610,1994,Male,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:00,7/23/2021 13:03,30
2907891,1998,Female,nairobi,5 to 8,Some University,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 12:24,7/23/2021 12:27,30
2906323,1998,Female,riftvalley,9 to 12,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:55,7/23/2021 13:58,30
2898435,1996,Male,northeastern,9 to 12,Some Secondary,Student,Yes,No,FINISHED,YES,Yes,KCB,Social media,4,"everyday iam using Facebook and Twitter , whatapp",,7/20/2021 11:56,7/23/2021 11:59,30
2270869,1990,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Other,Other,5,It helps one keep money safe,security,7/20/2021 12:57,7/23/2021 13:00,30
2264815,1995,Male,central,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:57,7/23/2021 14:00,30
2282914,1994,Male,central,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,Very accessible,accessibility,7/20/2021 12:13,7/23/2021 12:16,30
2300244,1996,Male,Nairobi,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,Fast transaction s,"account,speed/efficiency",7/20/2021 13:55,7/23/2021 13:58,30
2264634,1996,Male,central,NA,NA,Student,Yes,NA,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,It''s more convenient,accessibility,7/20/2021 14:05,7/23/2021 14:08,30
2273809,1993,Male,riftvalley,9 to 12,University Student,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:58,7/23/2021 14:01,30
17202708,1997,Male,nairobi,13 to 17,Completed Uni,Skilled worker,No,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,They gave me the best services,service,7/20/2021 12:56,7/23/2021 12:59,30
2276354,1989,Male,nyanza,5 to 8,Completed College,Skilled worker,No,No,FINISHED,YES,Yes,Co-operative,ATM,6,Long ques,,7/20/2021 12:57,7/23/2021 13:00,30
2293501,1994,Female,eastern,5 to 8,Completed College,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 12:57,7/23/2021 13:00,30
2888567,1990,Male,western,9 to 12,Completed Uni,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,10,Good service,service,7/20/2021 13:32,7/23/2021 13:35,30
2893499,1993,Male,nyanza,5 to 8,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 11:55,7/23/2021 11:58,30
2906273,1994,Male,riftvalley,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,6,Good,,7/20/2021 11:57,7/23/2021 12:01,30
2273264,1993,Female,nairobi,13 to 17,Completed College,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:56,7/23/2021 13:59,30
2906907,1994,Male,riftvalley,13 to 17,Some University,Farm owner,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,Direct transaction though very costly,account,7/20/2021 13:31,7/23/2021 13:34,30
2906044,1993,Female,nairobi,13 to 17,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:56,7/23/2021 13:59,30
2273634,1990,Male,coast,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 13:57,7/23/2021 14:00,30
2279278,1993,Female,nairobi,NA,NA,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,8,Their withdrawal rates are fair,"account,rates/charges",7/20/2021 13:58,7/23/2021 14:01,30
2270261,1990,Male,riftvalley,9 to 12,Completed University,Farm owner,Yes,No,FINISHED,YES,Yes,KCB,ATM,10,Efficiency factor.,speed/efficiency,7/20/2021 11:56,7/23/2021 11:59,30
17406819,1996,Male,nairobi,5 to 8,Completed Secondary,Farm owner,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 11:57,7/23/2021 12:00,30
2274703,1994,Male,nyanza,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 12:57,7/23/2021 13:00,30
2307732,1993,Male,NA,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,NIC,Mobile banking,9,"Convenient access to money on mobilephone, updates customers on monetary issues","accessibility,information/communication,service",7/20/2021 13:00,7/23/2021 13:03,30
2905898,1994,Male,central,NA,NA,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:17,7/23/2021 13:20,30
2273220,1991,Male,eastern,5 to 8,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,ATM,10,They serve clients accordingly,service,7/20/2021 12:47,7/23/2021 12:50,30
2273575,1995,Male,western,9 to 12,Completed Secondary,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,7,Quality services,service,7/20/2021 13:21,7/23/2021 13:24,30
2285206,1995,Female,nyanza,9 to 12,Completed College,Other/Unemployed,Yes,Yes,FINISHED,YES,No,-,-,-,-,,7/20/2021 13:55,7/23/2021 13:58,30
2885959,1996,Male,central,9 to 12,Completed College,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,9,M-banking,accessibility,7/20/2021 13:04,7/23/2021 13:07,30
2300287,1993,Female,central,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,Flexibility,accessibility,7/20/2021 14:02,7/23/2021 14:05,30
2292272,1992,Female,nairobi,NA,NA,Student,Yes,NA,FINISHED,YES,Yes,KCB,Teller or Branch transactions,9,Good services,service,7/20/2021 12:56,7/23/2021 12:59,30
2885906,1988,Male,central,9 to 12,Completed Primary,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Insurance,5,it have agood maintance,,7/20/2021 13:29,7/23/2021 13:32,30
2299779,1995,Male,central,5 to 8,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 11:57,7/20/2021 12:03,30
5605719,1995,Male,nairobi,9 to 12,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:01,7/23/2021 13:04,30
2265461,1994,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,6,Their app is not that affective. Problem when logging in. Then the service is expensive,"mobile_banking,rates/charges,service",7/20/2021 12:56,7/23/2021 12:59,30
2270304,1991,Male,eastern,13 to 17,Completed PostGrad,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 11:40,7/23/2021 11:43,30
2896107,1988,Male,riftvalley,5 to 8,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,ATM,8,Easy n convenient,"accessibility,speed/efficiency",7/20/2021 14:08,7/23/2021 14:11,30
2905175,1994,Male,riftvalley,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,9,"Its faster,24 hours service and cheaper","service,speed/efficiency",7/20/2021 13:56,7/23/2021 13:59,30
2887562,1994,Male,nairobi,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,6,They are slow to respond,"information/communication,speed/efficiency",7/20/2021 13:20,7/23/2021 13:23,30
2884466,1993,Female,riftvalley,5 to 8,Completed Secondary,Other/Unemployed,No,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 13:24,7/23/2021 13:27,30
2898464,1997,Male,eastern,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,10,They are accessible and fast,"accessibility,speed/efficiency",7/20/2021 13:56,7/23/2021 13:59,30
2892802,1989,Male,riftvalley,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Loans are easily accessible. Low interest on loans. Agents available across the counties. Good customer service. Transparency.,"accessibility,service,staff",7/20/2021 14:23,7/23/2021 14:27,30
2886615,1997,Male,nairobi,9 to 12,Some University,Student,Yes,No,TIMEDOUT,YES,Yes,-,-,-,-,,7/20/2021 14:19,7/23/2021 14:22,30
2269649,1994,Male,nairobi,13 to 17,Completed Uni,Skilled worker,NA,NA,FINISHED,YES,Yes,Co-operative,ATM,8,Their ervices,,7/20/2021 12:56,7/23/2021 12:59,30
2906905,1992,Male,riftvalley,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 12:11,7/23/2021 12:14,30
1649175,1996,Male,riftvalley,5 to 8,Completed University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,BEST SERVICE,service,7/20/2021 13:05,7/23/2021 13:08,30
2281929,1995,Male,western,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,"Great services, time saving","service,speed/efficiency",7/20/2021 12:30,7/23/2021 12:34,30
2893921,1994,Female,riftvalley,NA,NA,Student,Yes,NA,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,Satisfying services,service,7/20/2021 14:05,7/23/2021 14:08,30
2903884,1995,Male,nyanza,NA,NA,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,9,They are all over the country and accessible,accessibility,7/20/2021 13:24,7/23/2021 13:27,30
2414242,1995,Male,northeastern,9 to 12,Some University,Street or Market Seller,Yes,No,TIMEDOUT,YES,Yes,Equity,ATM,10,-,,7/20/2021 14:22,7/23/2021 14:25,30
2270697,1992,Male,eastern,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,Mobile banking,9,2,,7/20/2021 13:57,7/23/2021 14:00,30
2304310,1992,Male,central,5 to 8,Completed Secondary,Street or Market Seller,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:55,7/23/2021 13:58,30
2265791,1991,Male,riftvalley,13 to 17,None,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 12:56,7/23/2021 12:59,30
2886184,1992,Female,NA,5 to 8,Completed College,Skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 12:08,7/23/2021 12:11,30
2293861,1986,Male,riftvalley,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Other,Mobile banking,10,Customer service,service,7/20/2021 13:31,7/23/2021 13:34,30
2272697,1990,Male,central,9 to 12,Some Secondary,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,9,They are good in service,service,7/20/2021 13:00,7/23/2021 13:03,30
2886125,1997,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,9,,7/20/2021 13:32,7/23/2021 13:35,30
2906022,1996,Male,riftvalley,9 to 12,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,9,"Best service, caters for low income,
 Only downside is long queues","service,speed/efficiency",7/20/2021 12:55,7/23/2021 12:58,30
2907711,1994,Male,western,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,10,Best service,service,7/20/2021 14:10,7/23/2021 14:13,30
2276508,1992,Female,nyanza,9 to 12,None,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 12:07,7/23/2021 12:10,30
2320861,1996,Female,riftvalley,5 to 8,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:57,7/23/2021 14:00,30
2264891,1995,Female,riftvalley,9 to 12,Completed Primary,Farm owner,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 11:58,7/23/2021 12:01,30
2285279,1996,Female,riftvalley,13 to 17,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 12:56,7/23/2021 12:59,30
2266298,1988,Male,central,9 to 12,Completed College,Skilled worker,Yes,No,OPTOUT,NO,-,-,-,-,-,,7/20/2021 13:01,7/23/2021 13:04,30
2888959,1995,Male,northeastern,13 to 17,Some Secondary,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 12:56,7/23/2021 12:59,30
2897143,1980,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Other,Mobile banking,9,services,service,7/20/2021 14:01,7/23/2021 14:04,30
2279818,1996,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,9,Their services are good and transactions are done faster without delay,"account,service,speed/efficiency",7/20/2021 13:57,7/20/2021 14:08,30
2903291,1991,Male,nairobi,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,6,Awesome services,service,7/20/2021 11:32,7/23/2021 11:35,30
2265121,1982,Male,riftvalley,9 to 12,NA,NA,NA,NA,FINISHED,YES,Yes,Other,Other,10,Faster in loan,"loan,speed/efficiency",7/20/2021 13:13,7/23/2021 13:16,30
2889635,1998,Male,northeastern,5 to 8,Some Secondary,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 13:51,7/23/2021 13:54,30
2897262,1968,Male,coast,9 to 12,No school,Skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 14:13,7/23/2021 14:16,30
2418188,1997,Female,riftvalley,13 to 17,Completed Uni,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,It''s convenient and the services are excellent,"accessibility,service",7/20/2021 12:58,7/23/2021 13:01,30
2899071,1996,Female,riftvalley,1 to 4,Completed College,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,7/20/2021 12:58,7/23/2021 13:01,30
2904600,1995,Male,coast,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,Requires internet connection,online_banking,7/20/2021 11:55,7/23/2021 11:58,30
2904284,1997,Female,central,9 to 12,Completed Primary,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:57,7/23/2021 14:00,30
2902105,1989,Male,central,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,8,Their services are ok,service,7/20/2021 11:56,7/23/2021 11:59,30
2706677,1996,Male,western,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,6,It is convinient,accessibility,7/20/2021 13:04,7/23/2021 13:07,30
2907454,1995,Male,eastern,13 to 17,Completed Uni,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,Reliability,accessibility,7/20/2021 13:04,7/23/2021 13:07,30
2274094,1990,Female,central,9 to 12,Completed University,Own Business,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 13:44,7/23/2021 13:47,30
17395130,1995,Female,nairobi,5 to 8,University Student,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,9,Its the best bank because it has lower rates in mbanking.,rates/charges,7/20/2021 12:57,7/23/2021 13:00,30
2324127,1993,Male,NA,NA,NA,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 12:55,7/23/2021 12:58,30
2285222,1990,Male,nairobi,5 to 8,Completed Primary,Skilled worker,Yes,No,FINISHED,YES,Yes,National Bank,ATM,5,They are too slow in iplementing new technolies nd their internet banking platform doesnt work,"accessibility,online_banking,speed/efficiency",7/20/2021 13:09,7/23/2021 13:12,30
2888748,1993,Male,central,9 to 12,Completed PostGrad,Farm owner,Yes,No,FINISHED,YES,Yes,Equity,ATM,8,It is efficient,speed/efficiency,7/20/2021 12:34,7/23/2021 12:37,30
2890685,1992,Female,nyanza,9 to 12,Completed College,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:15,7/23/2021 14:18,30
2894591,1995,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Co-operative,ATM,10,because they are available everywhere,,7/20/2021 11:58,7/23/2021 12:01,30
2273291,1991,Male,central,9 to 12,Completed Primary,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 11:57,7/23/2021 12:00,30
2293442,1993,Male,eastern,NA,NA,Non-skilled worker,Yes,NA,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,9,The services they offer are excellent,service,7/20/2021 14:00,7/23/2021 14:03,30
2907209,1997,Female,nairobi,9 to 12,Completed Primary,Student,Yes,No,FINISHED,YES,Yes,Equity,ATM,8,They have best services and they are located almost everywhere,service,7/20/2021 11:25,7/23/2021 11:28,30
2903510,1994,Female,coast,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,It is safe in money keeping,security,7/20/2021 11:32,7/23/2021 11:35,30
2293689,1991,Male,nairobi,1 to 4,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 11:55,7/23/2021 11:58,30
2272917,1998,Female,western,NA,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,9,Cooperative bank systems are so fast,"speed/efficiency,system",7/20/2021 13:11,7/23/2021 13:14,30
2297629,1991,Female,nairobi,9 to 12,Completed College,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,"Insecurity reasons, nowadays our money is not secure, the old ladys money suddenly missing in her account","account,security",7/20/2021 14:15,7/23/2021 14:18,30
2289300,1991,Male,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,YES,Yes,Equity,ATM,2,-,,7/20/2021 13:56,7/23/2021 13:59,30
2902766,1982,Female,riftvalley,13 to 17,Completed College,NA,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,7/20/2021 14:03,7/23/2021 14:06,30
2891234,1991,Male,coast,9 to 12,Completed College,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,User friendly,staff,7/20/2021 12:38,7/23/2021 12:41,30
2897834,1990,Male,western,1 to 4,Some Secondary,Street or Market Seller,No,Yes,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,9,good service,service,7/20/2021 12:25,7/23/2021 12:28,30
